id_contrato,numero_contrato,id_fornecedor,tipo_contrato,descricao_escopo,valor_total,moeda,data_inicio,data_fim,status,unidade_industrial,area_responsavel,documento_contrato,procedimento_referencia
CTR-00727,CT-2023-00727,FORN-0046,Serviços de Construção e Montagem,Serviços de andaime e acesso para paradas programadas de manutenção,11477236.59,BRL,2023-11-24,2024-02-22,Ativo,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2023-00727.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00728,CT-2022-00728,FORN-0081,Serviços de Automação e Instrumentação,Inspeção baseada em risco (IBR) de equipamentos estáticos,5056106.48,BRL,2022-03-31,2022-09-27,Ativo,Complexo Industrial de Monte Teodoro,Manutenção Industrial,CONTRATO_CT-2022-00728.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00729,CT-2023-00729,FORN-0015,Contratação de Serviços de Inspeção,"Calibração de instrumentos de medição de vazão, pressão e temperatura",6357726.98,BRL,2023-11-05,2025-05-03,Em Renovação,Complexo Industrial de Monte Teodoro,Automação e Instrumentação,CONTRATO_CT-2023-00729.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00730,CT-2024-00730,FORN-0062,Contratação de Serviços de Inspeção,Transporte rodoviário de resinas termoplásticas em big bags e containers,6412267.05,BRL,2024-08-20,2025-08-20,Ativo,Complexo Industrial de Monte Teodoro,Automação e Instrumentação,CONTRATO_CT-2024-00730.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00731,CT-2025-00731,FORN-0054,Fornecimento de Produtos Químicos,Fornecimento de catalisadores Ziegler-Natta para produção de polipropileno,1161211.31,BRL,2025-04-18,2027-04-18,Em Aprovação,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia,CONTRATO_CT-2025-00731.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00732,CT-2025-00732,FORN-0083,Serviços de Calibração e Ensaios,Inspeção baseada em risco (IBR) de equipamentos estáticos,1650268.33,BRL,2025-06-18,2026-12-15,Ativo,Unidade Lagoa Branca,Engenharia de Processos,CONTRATO_CT-2025-00732.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00733,CT-2021-00733,FORN-0007,Serviços de Construção e Montagem,Serviços de andaime e acesso para paradas programadas de manutenção,1518106.76,BRL,2021-06-16,2021-12-13,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Automação e Instrumentação,CONTRATO_CT-2021-00733.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00734,CT-2024-00734,FORN-0073,Fornecimento de Materiais e Equipamentos,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,2496037.7,BRL,2024-08-21,2027-08-21,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2024-00734.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00735,CT-2020-00735,FORN-0025,Contratação de Serviços Ambientais,Manutenção de compressores e sistemas de refrigeração industrial,6862194.8,BRL,2020-09-23,2022-03-22,Ativo,Unidade Industrial Ribeirão das Águas,Utilidades e Energia,CONTRATO_CT-2020-00735.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00736,CT-2024-00736,FORN-0037,Serviços de Engenharia e Projetos,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",625842.12,BRL,2024-06-10,2024-12-07,Ativo,Complexo Industrial de Monte Teodoro,Utilidades e Energia,CONTRATO_CT-2024-00736.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00737,CT-2023-00737,FORN-0080,Serviços de Automação e Instrumentação,"Calibração de instrumentos de medição de vazão, pressão e temperatura",3708659.76,BRL,2023-11-02,2026-11-01,Em Renovação,Unidade Industrial Várzea Arlindo,Automação e Instrumentação,CONTRATO_CT-2023-00737.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00738,CT-2023-00738,FORN-0018,Fornecimento de Produtos Químicos,Manutenção preditiva com análise de vibração e termografia,3556843.17,BRL,2023-12-31,2025-06-28,Encerrado,Complexo Petroquímico de Córrego Fagundes (SUAPE),Operações de Planta,CONTRATO_CT-2023-00738.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00739,CT-2021-00739,FORN-0010,Fornecimento de Materiais e Equipamentos,Fornecimento de bombas centrífugas e volumétricas para processo,2381115.5,BRL,2021-11-12,2022-05-11,Ativo,Polo Petroquímico de Lagoa das Águas,Manutenção Industrial,CONTRATO_CT-2021-00739.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00740,CT-2022-00740,FORN-0001,Contratação de Serviços Ambientais,Manutenção de sistemas elétricos e subestações de média tensão,3017537.61,BRL,2022-03-19,2025-03-18,Em Aprovação,Complexo Petroquímico de Córrego Fagundes (SUAPE),Logística e Suprimentos,CONTRATO_CT-2022-00740.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00741,CT-2022-00741,FORN-0006,Serviços de Calibração e Ensaios,Fornecimento de catalisadores Ziegler-Natta para produção de polipropileno,7448189.37,BRL,2022-10-28,2024-04-25,Em Renovação,Polo Petroquímico de Fagundes Verde,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2022-00741.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00742,CT-2021-00742,FORN-0017,Fornecimento de Materiais e Equipamentos,Revestimento anticorrosivo de equipamentos e estruturas metálicas,1600684.56,BRL,2021-06-17,2021-09-15,Em Renovação,Complexo Petroquímico de Córrego Fagundes (SUAPE),Segurança e Meio Ambiente (SMS),CONTRATO_CT-2021-00742.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00743,CT-2023-00743,FORN-0036,Fornecimento de Produtos Químicos,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",2609014.79,BRL,2023-06-09,2024-06-08,Ativo,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos,CONTRATO_CT-2023-00743.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00744,CT-2024-00744,FORN-0041,Serviços de Automação e Instrumentação,Projeto e fabricação de vasos de pressão conforme NR-13,5122285.36,BRL,2024-10-13,2027-10-13,Ativo,Complexo Industrial de Monte Teodoro,Projetos e Expansão,CONTRATO_CT-2024-00744.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00745,CT-2020-00745,FORN-0025,Contratação de Serviços de Inspeção,Fornecimento de válvulas de controle e segurança para unidades de polimerização,2140973.79,BRL,2020-03-14,2021-09-10,Em Renovação,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2020-00745.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00746,CT-2021-00746,FORN-0056,Fornecimento de Materiais e Equipamentos,Instalação e comissionamento de analisadores de processo online,2826229.88,BRL,2021-12-31,2024-12-30,Em Renovação,Polo Petroquímico de Lagoa das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2021-00746.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00747,CT-2021-00747,FORN-0015,Contratação de Serviços de Inspeção,Projeto e instalação de sistema de automação para planta de polietileno,1510787.32,BRL,2021-02-21,2022-02-21,Em Aprovação,Unidade Industrial Várzea Arlindo,Engenharia de Processos,CONTRATO_CT-2021-00747.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00748,CT-2025-00748,FORN-0035,Serviços de Calibração e Ensaios,Fornecimento de filtros industriais para sistemas de ar e água,4246042.02,BRL,2025-06-12,2025-09-10,Ativo,Unidade Lagoa Branca,Automação e Instrumentação,CONTRATO_CT-2025-00748.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00749,CT-2024-00749,FORN-0054,Fornecimento de Materiais e Equipamentos,"Calibração de instrumentos de medição de vazão, pressão e temperatura",178512.73,BRL,2024-12-22,2025-12-22,Ativo,Unidade Industrial Ribeirão das Águas,Engenharia de Processos,CONTRATO_CT-2024-00749.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00750,CT-2020-00750,FORN-0051,Fornecimento de Produtos Químicos,"Consultoria em segurança de processos (HAZOP, análise de riscos)",451263.02,BRL,2020-11-10,2021-02-08,Em Renovação,Polo Petroquímico de Santa Grande,Qualidade e Laboratório,CONTRATO_CT-2020-00750.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00751,CT-2025-00751,FORN-0059,Contratação de Serviços Ambientais,Serviços de andaime e acesso para paradas programadas de manutenção,5276888.24,BRL,2025-06-09,2025-09-07,Encerrado,Polo Petroquímico de Lagoa das Águas,Qualidade e Laboratório,CONTRATO_CT-2025-00751.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00752,CT-2024-00752,FORN-0094,Serviços de Calibração e Ensaios,Tratamento de efluentes industriais e gestão de resíduos sólidos,2320995.76,BRL,2024-06-29,2027-06-29,Ativo,Unidade Lagoa Branca,Manutenção Industrial,CONTRATO_CT-2024-00752.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00753,CT-2022-00753,FORN-0096,Fornecimento de Materiais e Equipamentos,Fornecimento de bombas centrífugas e volumétricas para processo,931153.46,BRL,2022-03-27,2023-03-27,Suspenso,Complexo Petroquímico de Córrego Fagundes (SUAPE),Engenharia de Processos,CONTRATO_CT-2022-00753.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00754,CT-2024-00754,FORN-0012,Contratação de Serviços de Manutenção,Montagem eletromecânica para expansão da unidade de PVC,2336692.24,BRL,2024-05-15,2025-11-11,Ativo,Complexo Industrial de Monte Teodoro,Utilidades e Energia,CONTRATO_CT-2024-00754.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00755,CT-2025-00755,FORN-0016,Contratação de Serviços Ambientais,Instalação e comissionamento de analisadores de processo online,4859827.77,BRL,2025-01-24,2028-01-24,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Logística e Suprimentos,CONTRATO_CT-2025-00755.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00756,CT-2024-00756,FORN-0048,Contratação de Transporte e Logística,Montagem eletromecânica para expansão da unidade de PVC,1481675.09,BRL,2024-12-18,2026-06-16,Suspenso,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2024-00756.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00757,CT-2023-00757,FORN-0012,Serviços de Construção e Montagem,Isolamento térmico de tubulações de vapor e linhas de processo,1575622.42,BRL,2023-07-15,2025-01-10,Encerrado,Complexo Industrial de Monte Teodoro,Utilidades e Energia,CONTRATO_CT-2023-00757.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00758,CT-2022-00758,FORN-0060,Serviços de Engenharia e Projetos,Inspeção baseada em risco (IBR) de equipamentos estáticos,9778935.79,BRL,2022-12-15,2025-12-14,Encerrado,Complexo Industrial de Monte Teodoro,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2022-00758.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00759,CT-2020-00759,FORN-0060,Serviços de Construção e Montagem,Inspeção e ensaios não destrutivos (END) em vasos de pressão e tubulações,10327846.27,BRL,2020-10-31,2021-04-29,Ativo,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos,CONTRATO_CT-2020-00759.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00760,CT-2020-00760,FORN-0067,Serviços de Construção e Montagem,Manutenção de compressores e sistemas de refrigeração industrial,7798534.86,BRL,2020-06-05,2020-09-03,Suspenso,Polo Petroquímico de Lagoa das Águas,Projetos e Expansão,CONTRATO_CT-2020-00760.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00761,CT-2021-00761,FORN-0053,Fornecimento de Materiais e Equipamentos,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,454759.33,BRL,2021-06-05,2023-06-05,Ativo,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório,CONTRATO_CT-2021-00761.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00762,CT-2020-00762,FORN-0015,Serviços de Automação e Instrumentação,Fornecimento de catalisadores Ziegler-Natta para produção de polipropileno,3376712.37,BRL,2020-04-02,2020-07-01,Encerrado,Complexo Industrial de Monte Teodoro,Utilidades e Energia,CONTRATO_CT-2020-00762.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00763,CT-2023-00763,FORN-0041,Serviços de Calibração e Ensaios,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",2783368.29,BRL,2023-07-01,2024-06-30,Ativo,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2023-00763.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00764,CT-2022-00764,FORN-0028,Contratação de Serviços de Inspeção,Inspeção e ensaios não destrutivos (END) em vasos de pressão e tubulações,221888.54,BRL,2022-06-07,2024-06-06,Ativo,Polo Petroquímico de Fagundes Verde,Engenharia de Processos,CONTRATO_CT-2022-00764.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00765,CT-2023-00765,FORN-0002,Contratação de Serviços de Inspeção,Inspeção baseada em risco (IBR) de equipamentos estáticos,6960741.73,BRL,2023-11-17,2025-05-15,Em Renovação,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2023-00765.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00766,CT-2024-00766,FORN-0039,Serviços de Calibração e Ensaios,Serviços de andaime e acesso para paradas programadas de manutenção,774070.23,BRL,2024-07-05,2025-07-05,Ativo,Unidade Industrial Várzea Arlindo,Utilidades e Energia,CONTRATO_CT-2024-00766.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00767,CT-2021-00767,FORN-0025,Fornecimento de Materiais e Equipamentos,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,3260684.95,BRL,2021-03-04,2022-08-31,Ativo,Unidade Lagoa Branca,Manutenção Industrial,CONTRATO_CT-2021-00767.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00768,CT-2024-00768,FORN-0056,Contratação de Transporte e Logística,Montagem eletromecânica para expansão da unidade de PVC,529680.38,BRL,2024-04-25,2025-10-22,Ativo,Polo Petroquímico de Santa Grande,Logística e Suprimentos,CONTRATO_CT-2024-00768.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00769,CT-2022-00769,FORN-0015,Contratação de Serviços de Inspeção,Tratamento de efluentes industriais e gestão de resíduos sólidos,6889587.85,BRL,2022-08-23,2022-11-21,Ativo,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2022-00769.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00770,CT-2021-00770,FORN-0026,Contratação de Serviços Ambientais,"Consultoria em segurança de processos (HAZOP, análise de riscos)",893095.09,BRL,2021-11-14,2022-02-12,Suspenso,Complexo Petroquímico de Córrego Fagundes (SUAPE),Manutenção Industrial,CONTRATO_CT-2021-00770.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00771,CT-2022-00771,FORN-0054,Serviços de Automação e Instrumentação,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",3929919.61,BRL,2022-09-25,2024-03-23,Em Renovação,Polo Petroquímico de Fagundes Verde,Manutenção Industrial,CONTRATO_CT-2022-00771.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00772,CT-2023-00772,FORN-0030,Contratação de Serviços de Manutenção,Manutenção de sistemas elétricos e subestações de média tensão,4461785.03,BRL,2023-03-26,2024-03-25,Suspenso,Polo Petroquímico de Lagoa das Águas,Utilidades e Energia,CONTRATO_CT-2023-00772.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00773,CT-2023-00773,FORN-0061,Fornecimento de Materiais e Equipamentos,Instalação e comissionamento de analisadores de processo online,152994.28,BRL,2023-11-29,2025-05-27,Ativo,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2023-00773.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00774,CT-2021-00774,FORN-0061,Fornecimento de Produtos Químicos,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,4549897.26,BRL,2021-03-25,2023-03-25,Em Renovação,Unidade Lagoa Branca,Projetos e Expansão,CONTRATO_CT-2021-00774.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00775,CT-2024-00775,FORN-0017,Contratação de Serviços Ambientais,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",5247801.49,BRL,2024-09-02,2027-09-02,Em Renovação,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia,CONTRATO_CT-2024-00775.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00776,CT-2023-00776,FORN-0021,Serviços de Calibração e Ensaios,Montagem eletromecânica para expansão da unidade de PVC,1102444.71,BRL,2023-09-28,2025-03-26,Ativo,Polo Petroquímico de Fagundes Verde,Engenharia de Processos,CONTRATO_CT-2023-00776.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00777,CT-2021-00777,FORN-0078,Serviços de Automação e Instrumentação,Projeto e instalação de sistema de automação para planta de polietileno,1738708.9,BRL,2021-09-13,2022-03-12,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2021-00777.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00778,CT-2024-00778,FORN-0046,Contratação de Serviços Ambientais,Isolamento térmico de tubulações de vapor e linhas de processo,333202.46,BRL,2024-08-22,2026-08-22,Encerrado,Complexo Industrial de Monte Teodoro,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2024-00778.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00779,CT-2023-00779,FORN-0056,Fornecimento de Materiais e Equipamentos,Serviços de andaime e acesso para paradas programadas de manutenção,2457508.22,BRL,2023-02-24,2023-08-23,Encerrado,Unidade Lagoa Branca,Engenharia de Processos,CONTRATO_CT-2023-00779.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00780,CT-2024-00780,FORN-0099,Contratação de Serviços de Manutenção,Projeto e fabricação de vasos de pressão conforme NR-13,6999669.75,BRL,2024-10-13,2027-10-13,Ativo,Polo Petroquímico de Fagundes Verde,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2024-00780.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00781,CT-2025-00781,FORN-0091,Contratação de Serviços de Manutenção,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,6270686.97,BRL,2025-06-19,2025-09-17,Ativo,Unidade Industrial Ribeirão das Águas,Engenharia de Processos,CONTRATO_CT-2025-00781.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00782,CT-2023-00782,FORN-0072,Contratação de Serviços de Manutenção,Manutenção de sistemas elétricos e subestações de média tensão,6977286.24,BRL,2023-07-14,2023-10-12,Encerrado,Polo Petroquímico de Santa Grande,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2023-00782.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00783,CT-2022-00783,FORN-0021,Contratação de Serviços Ambientais,Manutenção preditiva com análise de vibração e termografia,6974302.28,BRL,2022-10-17,2025-10-16,Encerrado,Unidade Industrial Ribeirão das Águas,Projetos e Expansão,CONTRATO_CT-2022-00783.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00784,CT-2025-00784,FORN-0043,Contratação de Serviços de Inspeção,Projeto e instalação de sistema de automação para planta de polietileno,6172216.86,BRL,2025-06-08,2026-12-05,Ativo,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2025-00784.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00785,CT-2021-00785,FORN-0061,Fornecimento de Produtos Químicos,Manutenção de compressores e sistemas de refrigeração industrial,3590238.73,BRL,2021-06-28,2022-06-28,Encerrado,Complexo Industrial de Monte Teodoro,Engenharia de Processos,CONTRATO_CT-2021-00785.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00786,CT-2020-00786,FORN-0081,Serviços de Engenharia e Projetos,Tratamento de efluentes industriais e gestão de resíduos sólidos,6318459.4,BRL,2020-10-09,2022-04-07,Em Renovação,Complexo Petroquímico de Córrego Fagundes (SUAPE),Operações de Planta,CONTRATO_CT-2020-00786.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00787,CT-2024-00787,FORN-0067,Fornecimento de Produtos Químicos,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,3602247.39,BRL,2024-04-26,2024-07-25,Ativo,Unidade Industrial Ribeirão das Águas,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2024-00787.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00788,CT-2022-00788,FORN-0011,Fornecimento de Produtos Químicos,Revestimento anticorrosivo de equipamentos e estruturas metálicas,1996668.02,BRL,2022-06-07,2022-09-05,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Segurança e Meio Ambiente (SMS),CONTRATO_CT-2022-00788.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00789,CT-2022-00789,FORN-0074,Contratação de Serviços de Manutenção,Inspeção baseada em risco (IBR) de equipamentos estáticos,5630259.92,BRL,2022-04-03,2025-04-02,Encerrado,Polo Petroquímico de Fagundes Verde,Utilidades e Energia,CONTRATO_CT-2022-00789.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00790,CT-2025-00790,FORN-0093,Fornecimento de Produtos Químicos,Isolamento térmico de tubulações de vapor e linhas de processo,3071485.26,BRL,2025-01-17,2027-01-17,Suspenso,Polo Petroquímico de Lagoa das Águas,Logística e Suprimentos,CONTRATO_CT-2025-00790.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00791,CT-2024-00791,FORN-0058,Serviços de Engenharia e Projetos,Fornecimento de bombas centrífugas e volumétricas para processo,6186684.44,BRL,2024-12-22,2027-12-22,Encerrado,Unidade Industrial Ribeirão das Águas,Qualidade e Laboratório,CONTRATO_CT-2024-00791.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00792,CT-2024-00792,FORN-0011,Contratação de Serviços de Manutenção,Fornecimento de bombas centrífugas e volumétricas para processo,5941213.6,BRL,2024-01-25,2027-01-24,Em Aprovação,Unidade Industrial Várzea Arlindo,Utilidades e Energia,CONTRATO_CT-2024-00792.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00793,CT-2023-00793,FORN-0070,Contratação de Serviços Ambientais,Montagem eletromecânica para expansão da unidade de PVC,4208980.05,BRL,2023-02-04,2024-02-04,Ativo,Polo Petroquímico de Santa Grande,Projetos e Expansão,CONTRATO_CT-2023-00793.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00794,CT-2024-00794,FORN-0003,Contratação de Serviços de Manutenção,Fornecimento de bombas centrífugas e volumétricas para processo,5833953.23,BRL,2024-08-31,2025-08-31,Ativo,Polo Petroquímico de Fagundes Verde,Operações de Planta,CONTRATO_CT-2024-00794.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00795,CT-2021-00795,FORN-0094,Contratação de Serviços de Manutenção,Isolamento térmico de tubulações de vapor e linhas de processo,458044.35,BRL,2021-12-26,2022-03-26,Ativo,Polo Petroquímico de Fagundes Verde,Projetos e Expansão,CONTRATO_CT-2021-00795.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00796,CT-2021-00796,FORN-0058,Contratação de Serviços Ambientais,"Consultoria em segurança de processos (HAZOP, análise de riscos)",6458669.49,BRL,2021-11-25,2022-05-24,Em Aprovação,Polo Petroquímico de Lagoa das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2021-00796.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00797,CT-2023-00797,FORN-0077,Serviços de Engenharia e Projetos,Isolamento térmico de tubulações de vapor e linhas de processo,8676932.88,BRL,2023-09-27,2026-09-26,Suspenso,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos,CONTRATO_CT-2023-00797.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00798,CT-2023-00798,FORN-0067,Serviços de Engenharia e Projetos,Projeto e instalação de sistema de automação para planta de polietileno,12378072.3,BRL,2023-04-07,2023-10-04,Em Renovação,Unidade Industrial Várzea Arlindo,Projetos e Expansão,CONTRATO_CT-2023-00798.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00799,CT-2020-00799,FORN-0013,Contratação de Serviços de Inspeção,Manutenção preditiva com análise de vibração e termografia,572573.89,BRL,2020-06-16,2020-09-14,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia,CONTRATO_CT-2020-00799.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00800,CT-2023-00800,FORN-0061,Serviços de Engenharia e Projetos,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,6160754.87,BRL,2023-10-18,2025-10-17,Em Aprovação,Polo Petroquímico de Santa Grande,Qualidade e Laboratório,CONTRATO_CT-2023-00800.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00801,CT-2022-00801,FORN-0100,Serviços de Construção e Montagem,Transporte rodoviário de resinas termoplásticas em big bags e containers,13979326.99,BRL,2022-06-20,2025-06-19,Suspenso,Unidade Industrial Ribeirão das Águas,Utilidades e Energia,CONTRATO_CT-2022-00801.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00802,CT-2023-00802,FORN-0021,Contratação de Serviços de Inspeção,Manutenção de sistemas elétricos e subestações de média tensão,1104730.69,BRL,2023-12-27,2025-06-24,Em Aprovação,Complexo Industrial de Monte Teodoro,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2023-00802.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00803,CT-2022-00803,FORN-0068,Fornecimento de Materiais e Equipamentos,Manutenção preditiva com análise de vibração e termografia,3745156.71,BRL,2022-08-27,2022-11-25,Encerrado,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2022-00803.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00804,CT-2022-00804,FORN-0016,Serviços de Calibração e Ensaios,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",2373557.35,BRL,2022-01-26,2024-01-26,Ativo,Polo Petroquímico de Santa Grande,Engenharia de Processos,CONTRATO_CT-2022-00804.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
