id_ordem,numero_ordem,id_contrato,id_fornecedor,tipo_ordem,descricao,valor_ordem,data_emissao,data_prevista_conclusao,data_conclusao,status,prioridade,unidade_industrial,area_solicitante
OS-00318,OS-2023-75976,CTR-00344,FORN-0087,Serviço,Medição mensal #10 - Contratação de Serviços de Inspeção,212069.68,2023-12-07,2023-12-14,,Em Andamento,Alta,Complexo Industrial de Monte Teodoro,Projetos e Expansão
OS-00319,OS-2022-71854,CTR-00741,FORN-0006,Serviço,Fornecimento parcial conforme contrato CT-2022-00741,335106.74,2022-11-08,2022-12-08,,Em Andamento,Baixa,Polo Petroquímico de Fagundes Verde,Segurança e Meio Ambiente (SMS)
OS-00320,OS-2021-58373,CTR-00710,FORN-0079,Fornecimento,Mobilização de equipe para serviços de construção e montagem na Polo Petroquímico de Lagoa das Águas,260829.75,2021-11-23,2022-01-22,,Cancelada,Alta,Polo Petroquímico de Lagoa das Águas,Projetos e Expansão
OS-00321,OS-2023-70447,CTR-00362,FORN-0083,Manutenção Preventiva,Mobilização de equipe para fornecimento de materiais e equipamentos na Complexo Industrial de Monte Teodoro,228795.09,2023-01-10,2023-01-24,2023-01-18,Concluída,Crítica,Complexo Industrial de Monte Teodoro,Manutenção Industrial
OS-00322,OS-2023-53418,CTR-00798,FORN-0067,Fornecimento,Mobilização de equipe para serviços de engenharia e projetos na Unidade Industrial Várzea Arlindo,990618.26,2023-08-08,2023-08-22,,Em Andamento,Alta,Unidade Industrial Várzea Arlindo,Projetos e Expansão
OS-00323,OS-2021-19222,CTR-00137,FORN-0010,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2021-00137,615843.23,2021-03-06,2021-06-04,2021-06-20,Concluída,Crítica,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM)
OS-00324,OS-2021-13109,CTR-00962,FORN-0020,Manutenção Preventiva,Atendimento emergencial - Engenharia de Processos,705835.36,2021-07-08,2021-10-06,,Cancelada,Crítica,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00325,OS-2022-62354,CTR-00119,FORN-0065,Emergencial,Atendimento emergencial - Segurança e Meio Ambiente (SMS),843242.08,2022-03-31,2022-05-15,,Cancelada,Alta,Complexo Industrial de Monte Teodoro,Segurança e Meio Ambiente (SMS)
OS-00326,OS-2020-32145,CTR-00243,FORN-0048,Manutenção Corretiva,Atendimento emergencial - Engenharia de Processos,48099.27,2020-04-07,2020-04-21,,Cancelada,Crítica,Polo Petroquímico de Fagundes Verde,Engenharia de Processos
OS-00327,OS-2024-53257,CTR-00623,FORN-0023,Serviço,Atendimento emergencial - Planejamento e Controle de Manutenção (PCM),741027.64,2024-03-26,2024-04-09,,Cancelada,Crítica,Complexo Industrial de Monte Teodoro,Planejamento e Controle de Manutenção (PCM)
OS-00328,OS-2025-43806,CTR-00878,FORN-0099,Emergencial,Fornecimento parcial conforme contrato CT-2024-00878,68741.76,2025-02-14,2025-03-16,2025-03-24,Concluída,Alta,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00329,OS-2021-83864,CTR-00066,FORN-0068,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2021-00066,8981.34,2021-08-05,2021-08-19,,Em Andamento,Média,Unidade Industrial Várzea Arlindo,Logística e Suprimentos
OS-00330,OS-2024-26849,CTR-00291,FORN-0083,Fornecimento,Medição mensal #3 - Serviços de Engenharia e Projetos,856304.52,2024-06-12,2024-09-10,2024-09-30,Concluída,Média,Unidade Lagoa Branca,Logística e Suprimentos
OS-00331,OS-2021-29446,CTR-00700,FORN-0045,Emergencial,Execução de fornecimento de filtros industriais para sistemas de ar e ág - Etapa 5,329514.22,2021-09-03,2021-12-02,2021-11-23,Concluída,Média,Unidade Lagoa Branca,Operações de Planta
OS-00332,OS-2020-91062,CTR-00661,FORN-0064,Fornecimento,Fornecimento parcial conforme contrato CT-2020-00661,81703.29,2020-11-10,2021-02-08,,Cancelada,Crítica,Unidade Industrial Ribeirão das Águas,Operações de Planta
OS-00333,OS-2024-32167,CTR-00288,FORN-0036,Emergencial,Atendimento emergencial - Engenharia de Processos,77863.26,2024-08-22,2024-10-21,2024-11-13,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Engenharia de Processos
OS-00334,OS-2025-50541,CTR-00859,FORN-0029,Fornecimento,Mobilização de equipe para contratação de serviços ambientais na Complexo Industrial de Monte Teodoro,289142.81,2025-04-13,2025-04-20,,Pendente,Média,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00335,OS-2024-75377,CTR-00508,FORN-0098,Manutenção Preventiva,Medição mensal #6 - Serviços de Calibração e Ensaios,51047.13,2024-01-12,2024-04-11,,Cancelada,Crítica,Polo Petroquímico de Fagundes Verde,Automação e Instrumentação
OS-00336,OS-2024-92103,CTR-00019,FORN-0068,Serviço,Fornecimento parcial conforme contrato CT-2023-00019,5403.41,2024-02-04,2024-02-18,,Pendente,Alta,Unidade Lagoa Branca,Utilidades e Energia
OS-00337,OS-2022-17336,CTR-00131,FORN-0031,Manutenção Preventiva,Medição mensal #2 - Contratação de Serviços Ambientais,72331.76,2022-01-23,2022-03-24,,Em Andamento,Alta,Unidade Lagoa Branca,Utilidades e Energia
OS-00338,OS-2021-69777,CTR-00462,FORN-0006,Fornecimento,Execução de manutenção preditiva com análise de vibração e termografia - Etapa 2,635778.86,2021-12-29,2022-01-28,,Cancelada,Alta,Unidade Industrial Ribeirão das Águas,Projetos e Expansão
OS-00339,OS-2025-78492,CTR-00491,FORN-0099,Manutenção Corretiva,Execução de fornecimento de catalisadores ziegler-natta para produção de - Etapa 1,565093.99,2025-05-18,2025-06-17,2025-06-19,Concluída,Média,Unidade Industrial Várzea Arlindo,Automação e Instrumentação
OS-00340,OS-2025-80376,CTR-00411,FORN-0012,Serviço,Fornecimento parcial conforme contrato CT-2025-00411,69105.15,2025-09-27,2025-11-26,,Cancelada,Crítica,Unidade Industrial Várzea Arlindo,Qualidade e Laboratório
OS-00341,OS-2024-81089,CTR-00143,FORN-0064,Emergencial,Mobilização de equipe para contratação de transporte e logística na Unidade Industrial Várzea Arlindo,62917.09,2024-07-21,2024-09-04,2024-09-22,Concluída,Alta,Unidade Industrial Várzea Arlindo,Logística e Suprimentos
OS-00342,OS-2023-68017,CTR-00870,FORN-0067,Fornecimento,Medição mensal #12 - Fornecimento de Produtos Químicos,120337.92,2023-04-17,2023-06-16,2023-07-13,Concluída,Crítica,Polo Petroquímico de Lagoa das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00343,OS-2023-92723,CTR-00817,FORN-0040,Fornecimento,Fornecimento parcial conforme contrato CT-2023-00817,193344.1,2023-06-12,2023-07-12,,Cancelada,Alta,Complexo Industrial de Monte Teodoro,Manutenção Industrial
OS-00344,OS-2026-54714,CTR-00858,FORN-0038,Manutenção Corretiva,Medição mensal #4 - Serviços de Automação e Instrumentação,86082.61,2026-03-10,2026-04-09,,Pendente,Alta,Unidade Industrial Várzea Arlindo,Manutenção Industrial
OS-00345,OS-2024-71670,CTR-00566,FORN-0008,Manutenção Preventiva,Mobilização de equipe para fornecimento de produtos químicos na Polo Petroquímico de Lagoa das Águas,321867.34,2024-10-26,2024-12-10,2024-12-11,Concluída,Média,Polo Petroquímico de Lagoa das Águas,Manutenção Industrial
OS-00346,OS-2023-93608,CTR-00129,FORN-0032,Emergencial,Mobilização de equipe para contratação de serviços de manutenção na Unidade Industrial Ribeirão das Águas,844885.85,2023-08-19,2023-11-17,2023-11-13,Concluída,Média,Unidade Industrial Ribeirão das Águas,Operações de Planta
OS-00347,OS-2022-23489,CTR-00215,FORN-0068,Manutenção Corretiva,Medição mensal #8 - Contratação de Serviços de Manutenção,180061.11,2022-06-29,2022-07-13,2022-08-04,Concluída,Média,Unidade Industrial Várzea Arlindo,Segurança e Meio Ambiente (SMS)
OS-00348,OS-2020-96847,CTR-00287,FORN-0023,Fornecimento,Fornecimento parcial conforme contrato CT-2020-00287,113806.14,2020-08-20,2020-09-03,2020-09-18,Concluída,Alta,Polo Petroquímico de Lagoa das Águas,Operações de Planta
OS-00349,OS-2021-44452,CTR-00846,FORN-0009,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2020-00846,291049.79,2021-03-16,2021-05-15,,Cancelada,Média,Polo Petroquímico de Lagoa das Águas,Projetos e Expansão
OS-00350,OS-2023-50372,CTR-00275,FORN-0039,Manutenção Preventiva,Medição mensal #8 - Fornecimento de Materiais e Equipamentos,238931.06,2023-08-18,2023-09-17,,Pendente,Alta,Polo Petroquímico de Lagoa das Águas,Projetos e Expansão
OS-00351,OS-2024-45940,CTR-00752,FORN-0094,Serviço,Mobilização de equipe para serviços de calibração e ensaios na Unidade Lagoa Branca,138112.42,2024-07-01,2024-08-15,2024-08-31,Concluída,Média,Unidade Lagoa Branca,Manutenção Industrial
OS-00352,OS-2023-83147,CTR-00474,FORN-0090,Emergencial,Mobilização de equipe para serviços de construção e montagem na Complexo Industrial de Monte Teodoro,535709.53,2023-06-30,2023-07-30,2023-08-09,Concluída,Média,Complexo Industrial de Monte Teodoro,Segurança e Meio Ambiente (SMS)
OS-00353,OS-2024-72872,CTR-00898,FORN-0020,Emergencial,Atendimento emergencial - Operações de Planta,314884.77,2024-08-15,2024-09-14,2024-09-08,Concluída,Baixa,Complexo Industrial de Monte Teodoro,Operações de Planta
OS-00354,OS-2024-59154,CTR-00712,FORN-0035,Serviço,Execução de inspeção baseada em risco (ibr) de equipamentos estáticos - Etapa 5,87714.66,2024-10-24,2025-01-22,,Em Andamento,Baixa,Complexo Industrial de Monte Teodoro,Logística e Suprimentos
OS-00355,OS-2021-27600,CTR-00627,FORN-0060,Serviço,Fornecimento parcial conforme contrato CT-2021-00627,490248.58,2021-10-10,2021-12-09,2021-12-27,Concluída,Crítica,Complexo Petroquímico de Córrego Fagundes (SUAPE),Operações de Planta
OS-00356,OS-2022-21535,CTR-00746,FORN-0056,Manutenção Preventiva,Mobilização de equipe para fornecimento de materiais e equipamentos na Polo Petroquímico de Lagoa das Águas,146511.16,2022-03-18,2022-04-01,,Em Andamento,Média,Polo Petroquímico de Lagoa das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00357,OS-2022-12864,CTR-00976,FORN-0087,Fornecimento,Execução de manutenção preditiva com análise de vibração e termografia - Etapa 3,802751.79,2022-01-25,2022-02-24,,Em Andamento,Crítica,Complexo Industrial de Monte Teodoro,Projetos e Expansão
OS-00358,OS-2020-71384,CTR-00578,FORN-0008,Fornecimento,Atendimento emergencial - Automação e Instrumentação,1060521.89,2020-10-16,2020-11-30,,Pendente,Média,Complexo Industrial de Monte Teodoro,Automação e Instrumentação
OS-00359,OS-2024-13032,CTR-00609,FORN-0042,Fornecimento,Execução de fornecimento de filtros industriais para sistemas de ar e ág - Etapa 5,177325.11,2024-12-19,2025-03-19,,Pendente,Crítica,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00360,OS-2024-17901,CTR-00743,FORN-0036,Emergencial,Fornecimento parcial conforme contrato CT-2023-00743,203738.11,2024-01-13,2024-02-27,,Cancelada,Baixa,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos
OS-00361,OS-2025-47047,CTR-00784,FORN-0043,Emergencial,Fornecimento parcial conforme contrato CT-2025-00784,751522.67,2025-06-24,2025-08-23,,Cancelada,Crítica,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM)
OS-00362,OS-2021-77305,CTR-00131,FORN-0031,Serviço,Medição mensal #3 - Contratação de Serviços Ambientais,67130.26,2021-10-15,2021-12-14,2022-01-08,Concluída,Alta,Unidade Lagoa Branca,Utilidades e Energia
OS-00363,OS-2024-29949,CTR-00347,FORN-0035,Manutenção Corretiva,Execução de manutenção de compressores e sistemas de refrigeração indust - Etapa 4,690835.38,2024-10-22,2025-01-20,,Em Andamento,Média,Polo Petroquímico de Fagundes Verde,Segurança e Meio Ambiente (SMS)
OS-00364,OS-2024-62620,CTR-00623,FORN-0023,Emergencial,Fornecimento parcial conforme contrato CT-2024-00623,1021906.2,2024-09-02,2024-11-01,,Cancelada,Baixa,Complexo Industrial de Monte Teodoro,Planejamento e Controle de Manutenção (PCM)
OS-00365,OS-2023-86595,CTR-00712,FORN-0035,Manutenção Corretiva,Medição mensal #4 - Contratação de Serviços Ambientais,136122.2,2023-11-16,2023-11-23,2023-12-03,Concluída,Alta,Complexo Industrial de Monte Teodoro,Logística e Suprimentos
OS-00366,OS-2022-29435,CTR-00364,FORN-0058,Fornecimento,Fornecimento parcial conforme contrato CT-2022-00364,256378.97,2022-12-27,2023-01-26,,Pendente,Média,Unidade Industrial Várzea Arlindo,Manutenção Industrial
OS-00367,OS-2024-80788,CTR-00201,FORN-0094,Manutenção Corretiva,Execução de inspeção baseada em risco (ibr) de equipamentos estáticos - Etapa 1,459387.67,2024-06-30,2024-08-29,,Em Andamento,Média,Unidade Industrial Várzea Arlindo,Engenharia de Processos
OS-00368,OS-2021-40537,CTR-00580,FORN-0036,Fornecimento,Fornecimento parcial conforme contrato CT-2020-00580,310929.42,2021-04-19,2021-07-18,2021-07-20,Concluída,Baixa,Polo Petroquímico de Santa Grande,Automação e Instrumentação
OS-00369,OS-2024-37339,CTR-00262,FORN-0058,Manutenção Preventiva,Execução de transporte rodoviário de resinas termoplásticas em big bags  - Etapa 1,407586.79,2024-07-02,2024-07-09,,Cancelada,Alta,Unidade Lagoa Branca,Operações de Planta
OS-00370,OS-2024-32950,CTR-00787,FORN-0067,Emergencial,Medição mensal #2 - Fornecimento de Produtos Químicos,333677.64,2024-11-16,2024-11-30,2024-12-14,Concluída,Crítica,Unidade Industrial Ribeirão das Águas,Segurança e Meio Ambiente (SMS)
OS-00371,OS-2023-89278,CTR-00916,FORN-0022,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2023-00916,184386.58,2023-07-26,2023-08-09,,Cancelada,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Segurança e Meio Ambiente (SMS)
OS-00372,OS-2024-76680,CTR-00347,FORN-0035,Serviço,Atendimento emergencial - Segurança e Meio Ambiente (SMS),449329.64,2024-12-31,2025-01-07,,Cancelada,Baixa,Polo Petroquímico de Fagundes Verde,Segurança e Meio Ambiente (SMS)
OS-00373,OS-2025-57237,CTR-00013,FORN-0072,Manutenção Corretiva,Execução de serviços de andaime e acesso para paradas programadas de man - Etapa 1,961623.54,2025-09-27,2025-11-11,,Em Andamento,Alta,Polo Petroquímico de Lagoa das Águas,Automação e Instrumentação
OS-00374,OS-2025-94850,CTR-00546,FORN-0050,Manutenção Corretiva,Execução de projeto e instalação de sistema de automação para planta de  - Etapa 1,277525.76,2025-07-19,2025-10-17,2025-10-31,Concluída,Média,Polo Petroquímico de Lagoa das Águas,Logística e Suprimentos
OS-00375,OS-2025-71579,CTR-00463,FORN-0070,Serviço,Execução de revestimento anticorrosivo de equipamentos e estruturas metá - Etapa 2,378063.4,2025-02-09,2025-04-10,2025-04-08,Concluída,Alta,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00376,OS-2024-32599,CTR-00385,FORN-0075,Fornecimento,Medição mensal #7 - Contratação de Transporte e Logística,78932.39,2024-08-03,2024-09-02,2024-10-01,Concluída,Média,Complexo Industrial de Monte Teodoro,Utilidades e Energia
OS-00377,OS-2023-50116,CTR-00327,FORN-0091,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2022-00327,68603.69,2023-06-03,2023-06-10,,Cancelada,Média,Unidade Lagoa Branca,Qualidade e Laboratório
OS-00378,OS-2021-28919,CTR-00590,FORN-0045,Manutenção Preventiva,"Execução de fornecimento de gases industriais (nitrogênio, oxigênio, hid - Etapa 1",74042.29,2021-02-13,2021-02-20,2021-02-11,Concluída,Alta,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos
OS-00379,OS-2024-55700,CTR-00683,FORN-0098,Fornecimento,Execução de manutenção preditiva com análise de vibração e termografia - Etapa 1,15434.28,2024-11-19,2025-02-17,,Em Andamento,Alta,Polo Petroquímico de Fagundes Verde,Projetos e Expansão
OS-00380,OS-2023-27616,CTR-00129,FORN-0032,Emergencial,Execução de limpeza química e hidrojateamento de permutadores e reatores - Etapa 5,894112.56,2023-03-08,2023-04-22,,Em Andamento,Média,Unidade Industrial Ribeirão das Águas,Operações de Planta
OS-00381,OS-2021-97612,CTR-00848,FORN-0044,Serviço,Atendimento emergencial - Automação e Instrumentação,91020.69,2021-09-26,2021-10-26,2021-11-05,Concluída,Alta,Unidade Industrial Várzea Arlindo,Automação e Instrumentação
OS-00382,OS-2022-96403,CTR-00353,FORN-0021,Serviço,Execução de transporte rodoviário de resinas termoplásticas em big bags  - Etapa 2,211437.62,2022-10-16,2022-10-30,,Em Andamento,Crítica,Polo Petroquímico de Lagoa das Águas,Qualidade e Laboratório
OS-00383,OS-2025-96424,CTR-00734,FORN-0073,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2024-00734,104013.08,2025-01-12,2025-03-13,2025-03-18,Concluída,Crítica,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM)
OS-00384,OS-2023-52984,CTR-00829,FORN-0089,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2022-00829,594641.16,2023-08-10,2023-10-09,,Em Andamento,Crítica,Polo Petroquímico de Lagoa das Águas,Automação e Instrumentação
OS-00385,OS-2024-16293,CTR-00275,FORN-0039,Fornecimento,Mobilização de equipe para fornecimento de materiais e equipamentos na Polo Petroquímico de Lagoa das Águas,59347.06,2024-01-05,2024-04-04,,Cancelada,Baixa,Polo Petroquímico de Lagoa das Águas,Projetos e Expansão
OS-00386,OS-2024-52274,CTR-00273,FORN-0073,Serviço,Medição mensal #7 - Contratação de Serviços de Manutenção,785912.78,2024-08-19,2024-08-26,,Cancelada,Alta,Polo Petroquímico de Santa Grande,Engenharia de Processos
OS-00387,OS-2025-69258,CTR-00859,FORN-0029,Fornecimento,Atendimento emergencial - Qualidade e Laboratório,267160.64,2025-03-26,2025-04-09,,Pendente,Alta,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00388,OS-2023-54204,CTR-00487,FORN-0071,Fornecimento,Fornecimento parcial conforme contrato CT-2022-00487,1185821.89,2023-07-30,2023-09-13,2023-09-20,Concluída,Média,Polo Petroquímico de Santa Grande,Utilidades e Energia
OS-00389,OS-2022-44454,CTR-00871,FORN-0056,Serviço,Fornecimento parcial conforme contrato CT-2021-00871,13302.92,2022-04-20,2022-06-04,,Pendente,Alta,Unidade Industrial Ribeirão das Águas,Qualidade e Laboratório
OS-00390,OS-2025-82150,CTR-00046,FORN-0019,Manutenção Corretiva,Mobilização de equipe para serviços de construção e montagem na Unidade Lagoa Branca,2046921.13,2025-09-20,2025-10-04,2025-10-08,Concluída,Média,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM)
OS-00391,OS-2024-33935,CTR-00560,FORN-0056,Manutenção Preventiva,Medição mensal #9 - Serviços de Calibração e Ensaios,103007.85,2024-05-07,2024-06-21,,Em Andamento,Média,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS)
OS-00392,OS-2024-88765,CTR-00270,FORN-0026,Fornecimento,Medição mensal #9 - Fornecimento de Materiais e Equipamentos,60302.0,2024-07-13,2024-07-27,,Cancelada,Alta,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS)
OS-00393,OS-2022-59082,CTR-00934,FORN-0009,Fornecimento,Execução de manutenção preventiva e corretiva de trocadores de calor e t - Etapa 5,161204.06,2022-10-14,2022-12-13,2023-01-06,Concluída,Crítica,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM)
OS-00394,OS-2021-89910,CTR-00307,FORN-0052,Manutenção Preventiva,Mobilização de equipe para serviços de construção e montagem na Complexo Petroquímico de Córrego Fagundes (SUAPE),304247.75,2021-02-06,2021-05-07,,Cancelada,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Manutenção Industrial
OS-00395,OS-2023-71342,CTR-00088,FORN-0047,Manutenção Corretiva,Mobilização de equipe para contratação de serviços de manutenção na Polo Petroquímico de Lagoa das Águas,401756.85,2023-09-17,2023-10-17,,Em Andamento,Crítica,Polo Petroquímico de Lagoa das Águas,Automação e Instrumentação
OS-00396,OS-2025-90362,CTR-00546,FORN-0050,Emergencial,Execução de projeto e instalação de sistema de automação para planta de  - Etapa 2,216645.81,2025-03-24,2025-03-31,2025-04-25,Concluída,Baixa,Polo Petroquímico de Lagoa das Águas,Logística e Suprimentos
OS-00397,OS-2023-30898,CTR-00743,FORN-0036,Manutenção Preventiva,Atendimento emergencial - Logística e Suprimentos,326496.74,2023-08-19,2023-09-02,,Em Andamento,Alta,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos
OS-00398,OS-2021-62617,CTR-00351,FORN-0029,Serviço,Medição mensal #3 - Fornecimento de Produtos Químicos,134476.79,2021-12-30,2022-01-29,2022-02-02,Concluída,Crítica,Unidade Lagoa Branca,Operações de Planta
OS-00399,OS-2021-25373,CTR-00284,FORN-0030,Emergencial,Fornecimento parcial conforme contrato CT-2021-00284,393806.48,2021-10-18,2021-12-02,2021-12-09,Concluída,Alta,Unidade Industrial Ribeirão das Águas,Qualidade e Laboratório
OS-00400,OS-2020-26366,CTR-00203,FORN-0044,Emergencial,Medição mensal #5 - Contratação de Serviços de Manutenção,316287.02,2020-12-20,2021-02-18,,Em Andamento,Alta,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM)
OS-00401,OS-2022-43482,CTR-00286,FORN-0066,Serviço,Atendimento emergencial - Projetos e Expansão,894972.77,2022-05-12,2022-08-10,2022-08-17,Concluída,Alta,Polo Petroquímico de Fagundes Verde,Projetos e Expansão
OS-00402,OS-2022-78529,CTR-00311,FORN-0046,Serviço,Execução de fornecimento de catalisadores ziegler-natta para produção de - Etapa 3,1328867.1,2022-04-10,2022-07-09,,Cancelada,Crítica,Complexo Petroquímico de Córrego Fagundes (SUAPE),Manutenção Industrial
OS-00403,OS-2022-17425,CTR-00659,FORN-0053,Serviço,Fornecimento parcial conforme contrato CT-2022-00659,582030.55,2022-12-05,2023-03-05,,Em Andamento,Crítica,Complexo Industrial de Monte Teodoro,Projetos e Expansão
OS-00404,OS-2024-20891,CTR-00505,FORN-0040,Serviço,Execução de tratamento de efluentes industriais e gestão de resíduos sól - Etapa 3,154638.78,2024-01-11,2024-04-10,,Em Andamento,Crítica,Complexo Petroquímico de Córrego Fagundes (SUAPE),Segurança e Meio Ambiente (SMS)
OS-00405,OS-2020-44832,CTR-00869,FORN-0074,Serviço,Atendimento emergencial - Projetos e Expansão,247312.79,2020-10-24,2020-12-23,,Em Andamento,Alta,Polo Petroquímico de Fagundes Verde,Projetos e Expansão
OS-00406,OS-2021-88861,CTR-00681,FORN-0090,Serviço,Medição mensal #1 - Serviços de Calibração e Ensaios,1095607.96,2021-11-11,2022-01-10,,Cancelada,Crítica,Unidade Industrial Ribeirão das Águas,Engenharia de Processos
OS-00407,OS-2026-61608,CTR-00197,FORN-0038,Serviço,Fornecimento parcial conforme contrato CT-2025-00197,445063.36,2026-03-15,2026-03-22,2026-03-27,Concluída,Crítica,Polo Petroquímico de Santa Grande,Segurança e Meio Ambiente (SMS)
OS-00408,OS-2023-66596,CTR-00788,FORN-0011,Serviço,Mobilização de equipe para fornecimento de produtos químicos na Complexo Petroquímico de Córrego Fagundes (SUAPE),166097.13,2023-01-28,2023-03-29,,Cancelada,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Segurança e Meio Ambiente (SMS)
OS-00409,OS-2022-69850,CTR-00327,FORN-0091,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2022-00327,106720.66,2022-12-11,2023-03-11,2023-03-07,Concluída,Crítica,Unidade Lagoa Branca,Qualidade e Laboratório
OS-00410,OS-2022-93205,CTR-00630,FORN-0089,Manutenção Corretiva,Mobilização de equipe para serviços de construção e montagem na Complexo Industrial de Monte Teodoro,1171463.03,2022-02-24,2022-03-10,2022-03-28,Concluída,Média,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00411,OS-2023-21648,CTR-00999,FORN-0048,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2023-00999,108636.6,2023-10-10,2024-01-08,2024-01-23,Concluída,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Segurança e Meio Ambiente (SMS)
OS-00412,OS-2025-63223,CTR-00963,FORN-0084,Manutenção Corretiva,Medição mensal #11 - Serviços de Construção e Montagem,309248.03,2025-03-02,2025-04-01,,Cancelada,Alta,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM)
OS-00413,OS-2021-30868,CTR-00337,FORN-0014,Fornecimento,Fornecimento parcial conforme contrato CT-2020-00337,105609.29,2021-03-18,2021-04-01,2021-04-22,Concluída,Baixa,Unidade Lagoa Branca,Operações de Planta
OS-00414,OS-2020-83389,CTR-00218,FORN-0082,Emergencial,Mobilização de equipe para contratação de transporte e logística na Complexo Industrial de Monte Teodoro,35560.07,2020-09-25,2020-11-24,2020-12-16,Concluída,Alta,Complexo Industrial de Monte Teodoro,Logística e Suprimentos
OS-00415,OS-2024-29105,CTR-00149,FORN-0080,Manutenção Corretiva,Medição mensal #5 - Contratação de Transporte e Logística,45442.47,2024-09-25,2024-10-02,2024-10-30,Concluída,Média,Unidade Industrial Várzea Arlindo,Logística e Suprimentos
OS-00416,OS-2024-39468,CTR-00726,FORN-0095,Manutenção Preventiva,Execução de revestimento anticorrosivo de equipamentos e estruturas metá - Etapa 1,1010326.39,2024-10-22,2024-12-06,2024-12-14,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Engenharia de Processos
OS-00417,OS-2022-39600,CTR-00980,FORN-0036,Manutenção Preventiva,Mobilização de equipe para contratação de serviços de manutenção na Complexo Petroquímico de Córrego Fagundes (SUAPE),497498.78,2022-05-04,2022-08-02,2022-07-24,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Operações de Planta
OS-00418,OS-2023-82918,CTR-00019,FORN-0068,Emergencial,Medição mensal #7 - Contratação de Serviços Ambientais,10940.63,2023-10-10,2023-10-24,2023-11-22,Concluída,Média,Unidade Lagoa Branca,Utilidades e Energia
OS-00419,OS-2020-44274,CTR-00745,FORN-0025,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2020-00745,141189.42,2020-06-17,2020-08-16,,Em Andamento,Alta,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS)
OS-00420,OS-2024-42361,CTR-00673,FORN-0098,Emergencial,Medição mensal #6 - Fornecimento de Produtos Químicos,69029.22,2024-09-06,2024-09-20,2024-10-14,Concluída,Média,Polo Petroquímico de Fagundes Verde,Manutenção Industrial
OS-00421,OS-2025-39861,CTR-00194,FORN-0039,Manutenção Corretiva,Medição mensal #10 - Contratação de Serviços de Manutenção,302205.37,2025-07-17,2025-10-15,,Em Andamento,Média,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00422,OS-2020-75160,CTR-00833,FORN-0098,Emergencial,Atendimento emergencial - Operações de Planta,87797.15,2020-11-17,2021-01-16,,Cancelada,Baixa,Unidade Industrial Várzea Arlindo,Operações de Planta
OS-00423,OS-2023-72472,CTR-00315,FORN-0027,Fornecimento,Execução de manutenção de compressores e sistemas de refrigeração indust - Etapa 1,195778.78,2023-09-29,2023-11-28,,Em Andamento,Crítica,Complexo Petroquímico de Córrego Fagundes (SUAPE),Engenharia de Processos
OS-00424,OS-2025-88346,CTR-00646,FORN-0046,Manutenção Preventiva,Atendimento emergencial - Automação e Instrumentação,258900.44,2025-04-09,2025-07-08,2025-08-03,Concluída,Crítica,Complexo Industrial de Monte Teodoro,Automação e Instrumentação
